tag	oldtag2count	oldexttag2count	newtag2cout	newtitleexttag2count	newdescexttag2count	classifer	entropy	entropyv2
友谊签	109	156	130	61	74	0.717290155	4.90558009448639	2.71296217305289
天天酷跑互送心	109	1747	121	701	217	0.27107442	3.95259861816563	2.72722973516418
充值软件	109	377	115	31	181	0.02456597	3.64540282497614	2.79851325694329
新世界	109	5329	171	2080	1270	0.133608316	6.5930354616834	5.77896586272185
保利	109	5684	276	3518	2263	0.052839848	5.86648560153177	5.41454001253947
成都装修	109	332	351	751	798	0.015055551	4.05126341589751	3.72155046418978
传感器	109	1025	367	527	1033	0.05523536	5.51066351788687	4.37361586197058
三星手机	109	587	295	381	466	0.026345265	4.1177494594454	3.25294666989081
中老年服装批发	109	10	711	29	19	0.014545241	2.66224772957239	2.484906649788
黄晓明	109	666	143	171	206	0.05049052	4.27334440721191	2.74487656067725
注册送白菜	109	138	263	245	27	0.043933662	2.7116707135568	1.67698777432242
点击	109	19309	342	1990	16694	0.198109116	5.42187347545973	4.07051417784566
斯巴鲁xv	110	27	12	36	22	0.036514305	3.71449923210639	3.30955885031236
魔仙堡	109	25986	100	6072	457	0.164567484	5.50541698539335	5.48555229508311
友好相处	109	8336	141	29	9498	0.816127296	3.56242110090989	2.19722457733622
债务	109	907	93	489	347	0.035201355	5.22207926394288	4.31880936271023
欠款	109	348	39	66	162	0.066166679	4.65251108641729	3.6519301296355
佳木斯	109	4728	223	2277	1344	0.085106517	6.49367851068476	6.46951198565128
锅炉	109	2213	391	1325	2073	0.023872175	5.88315328184757	4.85126426414123
空手道	109	568	169	200	231	0.063551742	5.14132804926786	4.38009968511156
模特、司机	109	NULL	246	NULL	NULL	0.13208444	NULL	NULL
深圳兼职	109	406	340	583	384	0.022210411	4.31412357617751	3.90852422684438
一汽丰田	109	325	107	131	157	0.014463441	4.48943328664506	4.09120640063126
淘宝红包	109	475	253	361	219	0.023681509	4.68612328630207	4.2102268526215
大红袍	109	373	186	102	191	0.074901272	4.52247061843947	3.47567329923865
诺基亚	109	1655	315	365	891	0.041515924	5.07435151002287	4.23732958504825
华晨中华	109	96	37	79	57	0.03750174	3.85639252884543	3.00382090211143
广告机	109	499	485	535	1061	0.164567484	5.1317009393652	4.47011278030041
阳泉	109	4450	310	3078	1888	0.047982852	6.64760490969301	6.14100661846568
宠物群	109	2555	359	3815	1257	0.328344702	7.27129809628217	6.25403135526052
银行卡5	109	7	4	NULL	NULL	0.351224539	NULL	NULL
狙击牛股	109	145	458	55	37	0.007768809	3.66928346096962	3.50957736489333
换手率股票群	109	103	13	36	189	0.01105889	3.52716927755756	3.43686897150185
信息学院	109	7345	66	709	508	0.079119225	5.72050109559385	4.99332630020306
人体	109	3739	205	566	1469	0.06364127	6.03676212116997	4.89853849386143
尊重	109	22316	139	96	23594	0.734795583	5.18996487520589	3.91745862062826
幼稚	109	15005	82	1943	1347	0.565635601	5.91502894625923	4.38843663238954
建筑票	109	612	23	2	13	0.164567484	1.09861228866811	0.693147180559945
shinee	159	439	133	81	84	0.086823651	4.62378193391017	3.24523247818091
荒野求生	109	925	336	342	309	0.065206905	5.01005931922707	4.10233467838477
成绩	109	17478	118	568	6902	0.204838061	5.69870859659859	4.72644468252888
颜控	109	480	333	224	277	0.303074618	4.6329088953391	2.72664761607615
场地租赁票酒水费	109	NULL	NULL	NULL	NULL	0.182209918	NULL	NULL
索隆	109	600	361	51	67	0.088463286	4.36232174757905	3.07772869740085
湖南股票	109	209	237	109	304	0.003912156	3.39302360792403	3.69792573461225
建筑资质	109	642	549	1606	963	0.035523991	4.4045629951899	4.04570650515271
山歌	109	13547	331	9695	4320	0.071428509	5.62679447693091	4.45525496147863
翻倍	109	2008	136	398	733	0.062895737	5.3452754958149	4.55300001249942
彩印	109	1851	452	777	987	0.025392113	6.0769817208074	5.06820994612267
机械工程	109	5383	157	296	280	0.02178559	5.31631376598543	4.30543176880725
资金盘	109	211	234	143	254	0.164567484	4.2538917755619	3.43653228012478
龙珠激斗	109	535	229	307	244	0.090427882	5.05812566163895	3.89504693960472
东莞男科医院	109	36	8	7	7	0.179743131	0	0
比分网	109	131	6	9	13	0.310625345	2.03175921856927	0
保温	109	2809	378	2091	2845	0.346704426	5.63243717451213	4.78894268944871
盘面拉升	109	NULL	44	NULL	NULL	0.035809362	NULL	NULL
梅花	109	7106	349	1247	1381	0.034851611	6.40587352497124	4.72142714927629
北ت京赛车ت群	109	NULL	7	NULL	1	NULL	NULL	NULL
淘宝宝贝排名	109	18	168	12	20	0.029702174	0	0
寿光果蔬	108	126	209	120	136	0.022065437	4.25746554002425	3.60738375130141
库存鞋	108	397	608	858	753	0.042683285	4.91108769170228	3.98508603755019
商务合作	108	602	330	246	706	0.146668865	4.60955488037737	4.34568255291632
保健技师	108	33	4	13	19	0.109702504	3.00309440972258	2.27186851269656
106短信	108	251	518	503	950	0.64868474	4.08971731900158	3.85925784451326
印花	108	2322	476	3212	3465	0.054612245	5.57725142597589	5.040752907267
腐群	108	697	348	267	824	0.581453608	5.30487754776951	3.4414341414824
广州贷款	108	198	193	228	141	0.005284016	4.02374532136827	3.54861473706296
湖北省	108	6725	236	1451	3190	0.040869816	6.59254938731957	6.43696937822838
炫舞2	108	738	154	36	46	0.604131881	4.14952733125609	2.84153646793658
化州	108	2618	271	1142	747	0.075115766	5.97457424250597	5.46959101355331
桃子	108	5883	165	1205	744	0.100727067	6.02993168307644	5.44770633724001
成功人士	108	2264	104	331	1035	0.440826332	4.36144675728451	4.52116745530949
性价比	108	4519	134	96	5051	0.03534162	4.72363340188052	4.06173912892551
删除淘宝差评	108	23	5	2	62	0.018397863	0.693147180559945	0
微商营销	108	346	115	112	118	0.010401264	4.17768578792779	4.06723020471212
物理学	108	3736	106	282	313	0.02600326	5.36716709957613	4.26474663834902
一起赚钱	108	5650	117	418	3574	0.254959459	4.67516276795757	4.38001498118482
毕节	108	5882	238	2800	1474	0.038474412	6.48447425873025	6.15600635306102
吸粉软件	108	8	9	7	10	0.05027659	2.30565733829864	1.5498260458782
二级市政	108	160	488	234	280	0.080324415	3.74137512474882	3.24116506156094
倩女幽魂手游	108	293	177	145	134	0.02635114	3.29374383918573	2.36854916625709
营口	108	4615	280	2833	1825	0.022811563	6.74482485526945	6.34928963742724
k线大盘	135	39	203	30	21	0.022169626	3.13339966626931	2.83419846512963
暨南大学	108	1759	146	319	459	0.035928232	4.52196510904611	3.50404522775029
p2p投资	170	629	274	266	323	0.137122299	3.78905059361225	3.20531626601718
外围模特	108	30	4	14	8	0.062397775	2.54411369404519	2.39789527279837
时时彩稳赚	108	270	47	35	69	0.065152105	2.78525268033172	2.19722457733622
手机赚钱学生工作	108	NULL	13	NULL	NULL	0.068040644	NULL	NULL
美丽人生	108	6172	91	1001	643	0.508666241	5.56677272787476	4.79590963457622
vbhgfbfg	108	NULL	NULL	NULL	NULL	0.383173894	NULL	NULL
天涯	108	60455	206	9756	8987	0.190879523	7.18289689840137	6.61964818955982
最终幻想	108	945	344	348	233	0.36862266	5.50003641999172	4.04121590208387
汉堡	108	2679	222	801	882	0.063953981	6.01506444707355	4.39158998331536
瑞铃	108	15	3	1	1	0.269881982	0.693147180559945	0.693147180559945
好学	108	6516	55	255	704	0.677756225	5.28467367730697	4.15195748394525
大话	108	9421	334	2545	1365	0.100308761	5.88474419310527	4.76324809145662
19.9包邮	108	193	40	7	171	0.654531044	2.61563057702755	2.36938211969468
华农	108	3146	62	664	219	0.138012604	6.09010484429497	5.71112965983098
大鱼号	108	110	425	102	274	0.164567484	3.70283814399361	2.78207337864513
雷克萨斯俱乐部	108	37	9	4	1	0.055170439	1.09861228866811	1.09861228866811
时时彩信誉平台	108	140	19	87	97	0.114838572	0	0
视频剪辑	108	498	303	174	290	0.049186471	4.53969724884684	4.10824056816592
早教资料免费下载	108	685	NULL	1	1	0.046853309	0	0
摩友	108	1293	361	684	1657	0.164567484	5.48170078819837	5.31885026475468
寻仙手游	108	347	101	163	99	0.019432835	4.5740728732406	3.30920754931387
上海大学	108	2061	292	590	599	0.043322268	4.96955353733959	4.02690394098409
龙湖	108	5561	306	2647	1648	0.150497425	6.29416886230545	5.62203327832863
股票讨论	108	896	99	218	217	0.02876789	3.61215797287548	4.30906312418136
黄.	108	2309	14	499	974	0.730459221	3.96104499695622	3.17805383034795
易到	108	527	393	336	479	0.164567484	4.20429176252096	3.55797332990086
美术培训	108	913	166	152	216	0.010403292	5.16795734014025	4.05479682191002
寒假工、人力资源	108	NULL	277	NULL	NULL	0.266367814	NULL	NULL
大发888	108	78	32	21	26	0.711836376	2.63025335638926	1.38629436111989
涨停牛股	108	889	468	367	875	0.006000344	4.76567666752274	4.89477550695874
小狗	108	9007	129	783	1372	0.172063439	5.23123185103371	3.26247474525769
重庆时时彩4	108	10	5	NULL	NULL	0.156470811	NULL	NULL
空调维修	108	643	282	504	423	0.010274331	4.89802963765244	4.60806422543708
苍井空	108	686	182	138	120	0.117826001	4.94791482616163	3.77821894525044
洋酒	108	608	289	276	534	0.010764643	4.79082642819983	3.78484251414573
微交易培训	108	4	8	NULL	NULL	0.037303852	NULL	NULL
技术咨询	108	1870	213	341	2266	0.036397041	5.76995262471994	5.24268222527208
性功能障碍	108	246	72	16	56	0.073660488	2.86859111731934	2.55750773907562
游戏达人	108	879	206	148	156	0.016772814	4.44824435616833	3.37048080136467
视频▄此群后必火	108	NULL	NULL	NULL	NULL	0.606751241	NULL	NULL
淘宝花呗	108	106	73	31	51	0.292400488	2.872397779986	2.16448909339381
支撑	108	6157	68	2069	3236	0.106695716	6.09814660436434	5.59289823554848
六盘水	108	3757	247	2079	1195	0.055277098	6.36360717182616	6.22557126807988
园林工程款票	108	NULL	NULL	NULL	NULL	0.014585963	NULL	NULL
汽车喷漆	108	204	683	303	190	0.005191311	4.60568685842986	4.69313969741357
斗ؒ地ؒ主	108	61	261	123	120	NULL	1.25851785412038	0
刺激战场挂	108	118	144	86	74	0.160100845	1.49593608493735	2.39470040585833
jnd2.0	108	254	412	257	179	0.383173894	3.12787799533476	2.79129456969501
现货黄金喊单	107	607	122	357	410	0.015226124	2.97281157482766	1.88669678465808
纯业主	107	955	330	461	1252	0.263253073	6.04338005957275	4.62163798126129
杜高	107	326	540	505	501	0.057826019	4.76487050445203	4.2989716097427
商务调查	107	416	45	30	26	0.046730254	3.4411852006689	2.73633905110507
千唯	107	307	312	24	391	0.164567484	3.50355169146766	1.70947277658421
轴承	107	2507	479	3156	3678	0.038889486	5.91718062466282	4.72678182156676
小女孩	107	5175	147	449	618	0.228619061	5.26670851994547	4.41761497161481
富婆包养	107	179	1	45	10	0.087394401	4.09014964379856	2.39789527279837
牛仔	107	3793	294	1584	1381	0.03178977	5.96011848456764	4.73441937446497
微信公众号推广	107	188	197	91	174	0.114866986	3.08519670727092	2.69887992911446
郫县	107	1818	302	1512	882	0.105701858	6.19360818264481	5.68105405316305
风云	107	44861	181	12084	5432	0.089035427	7.22164425898953	6.42521523955558
天猫活动	107	163	95	56	69	0.167668585	3.90133062708906	3.06282532540198
迷茫	107	21890	99	2462	3638	0.72431313	4.53909266149356	5.22046787382664
土蜂蜜	107	284	105	87	155	0.068525488	4.55484927151245	3.77746982654558
水泵	107	1002	435	1168	1343	0.046154919	5.16063721140707	4.39394251514477
电脑兼职	107	110	116	25	144	0.025719085	2.68197379725224	2.15353245665425
套餐	107	3288	73	451	3200	0.155577942	5.92491534825683	4.98705188518725
掌机	107	389	438	206	548	0.02383032	4.92046751754019	4.02757774226745
贵金属沥青	107	47	2	11	8	0.016763689	1.58902691517397	1.58902691517397
产品推广软件	107	72	7	NULL	7	0.012818551	NULL	NULL
羊毛党	107	208	389	168	191	0.164567484	4.85517184728068	4.06069961729154
rmb	152	3599	117	396	1032	0.03946889	5.87656609231503	4.79111115985138
眉山	107	5170	309	3064	1982	0.042328648	6.84078853024052	6.57958139705799
偶像梦幻祭	107	100	226	49	69	0.096036373	3.8188098401115	2.63025335638926
特平	107	77	11	27	12	0.549810258	3.54378007833033	2.58857316268212
互联网赚钱	107	306	447	352	476	0.050084803	2.15538715339402	3.1303270070261
购物免单	107	240	93	155	113	0.009351585	4.06679048111495	3.59065933226754
氩弧焊	107	582	594	788	1070	0.021716332	4.6978040101059	4.34547783968118
公安	107	8468	196	1155	1000	0.061289233	6.33647610752753	5.51133923798032
零基础	107	1817	294	973	2046	0.164567484	5.72549851235153	5.08741474854442
合乐发哥	107	NULL	2	NULL	NULL	0.16720404	NULL	NULL
vi设计	130	308	377	32	397	0.066343194	3.35616005790261	2.83482082779254
澳门银河	107	537	12	74	43	0.07823362	4.08481767065953	2.57468777834387
做任务	107	5036	236	711	5020	0.63927888	5.43204598249154	4.15587457756445
修改征信	107	16	102	6	7	0.066570845	0	0
山寨币	107	190	307	87	149	0.164567484	3.97911817197228	3.10832861423008
摩尔庄园	107	1028	203	176	125	0.109248173	4.81498625855393	3.5234508627565
品牌设计	107	543	291	145	248	0.020015313	4.61128585623313	4.24507275948167
管道	107	4692	481	2264	3670	0.132084167	5.95280187447822	4.97137638822788
灵魂	107	28658	184	5071	9086	0.381793009	6.29924975430463	5.73654405996219
摆龙门阵	107	2157	176	244	1039	0.306542053	4.89222205116522	3.36971275454298
夜宵	107	1765	178	391	461	0.312974885	5.91811981557687	4.79663149273744
呼伦贝尔	107	2931	246	1605	975	0.070256318	6.14452037438725	5.77257222968958
新手指导	107	261	73	75	230	0.148341903	4.06642757299865	3.76292860644087
动漫爱好者	107	1721	260	414	2502	0.075867395	4.62434668633728	4.22782361801127
古原	107	125	170	28	46	0.200484707	4.08310861512923	2.4817872788423
宝马x2	107	4	7	6	6	0.02535763	1.99150936135661	1.56071040904141
退伍	107	4463	120	597	1272	0.177086585	5.59330985856296	4.30656105675356
安防工程	107	499	635	1022	944	0.016391694	4.63309143138866	4.32887978987086
北汽威旺	107	320	52	128	119	0.066441593	4.13173887338204	3.88767080953087
考研辅导	107	482	333	104	446	0.026568239	4.67830703957921	4.12534064748502
天津股票	107	361	149	372	539	0.005865805	4.05410315920485	4.41170671113504
kindle	123	369	357	470	323	0.383173894	4.511601026695	3.39064874419622
主席团	107	5867	2	124	49	0.48481368	5.11540294646089	3.68309971297586
铁道部	107	146	89	22	22	0.159257592	3.71139143463137	2.56494935746154
陆风x7	110	105	54	119	84	0.040217912	4.10117600843884	3.72420165903879
怪咖	107	7490	68	721	196	0.179074488	5.81690636357322	4.48128681818605
提升	107	23553	177	2437	21388	0.299081927	6.53414521814502	5.69391842680225
王宝强	107	411	169	75	149	0.055547643	4.11129632772717	2.6783939829171
网易云音乐	107	525	440	489	571	0.095408831	4.57850931540089	4.34163185132734
宝宝群	107	5046	256	1881	412	0.317828099	6.54137656716778	5.45202162782539
器乐	107	2106	148	580	579	0.042675793	5.53575775727265	4.69897078514494
技术培训	107	2574	206	675	1298	0.015680896	6.25882990175193	5.68173787816875
出境旅游	107	463	276	632	436	0.039296927	4.29421920634487	4.01294893341206
校园招聘、暑期工	107	NULL	276	NULL	NULL	0.166329637	NULL	NULL
散户投资	107	324	138	106	83	0.008469919	3.71175982144777	3.61635853586308
全康网络科技	107	NULL	421	NULL	NULL	0.083565342	NULL	NULL
中国平安	107	2828	111	318	316	0.102191909	5.16803160503967	3.99515902695152
展览票宣传费票	107	NULL	NULL	NULL	NULL	0.044981459	NULL	NULL
房产交流	107	1407	182	1549	589	0.029267008	5.17122406986029	5.72639318274798
教师资格证培训	107	329	219	116	221	0.018551749	4.24026396820045	3.45517900694745
本溪	107	4578	223	2364	1606	0.067676852	6.66450552929434	6.5113320996891
欢乐谷	107	6603	170	2727	873	0.059774978	6.39299796146255	5.86324758064498
腾讯会员	107	448	338	352	486	0.095670271	3.94783568801004	2.54535329172804
胎记	107	365	66	76	177	0.155131953	4.0551221487884	3.53451995861224
开心，快乐	107	3793	120	139	2360	0.810111488	3.46196024205295	2.926417555498
户外装备	107	504	359	259	468	0.037184064	5.01394876493446	4.47910561350923
毛线	107	2923	190	805	768	0.035289725	5.75342011196251	3.99938612789903
打榜	107	2340	438	801	4103	0.055459257	5.96007149422004	4.65149067520436
散户股票	107	2215	137	759	2036	0.004212059	3.96054535517535	5.18266785830896
木雕	107	753	385	795	997	0.019440493	5.40761074967961	4.65081700658643
play	141	6993	123	1152	1312	0.205175549	6.04937198859386	4.75209219167294
移动定位	107	33	7	4	6	0.402735087	0	0
ds5ls	109	22	27	16	20	0.383173894	3.22732501195174	2.87232746202002
盗取qq密码	107	3	24	NULL	NULL	0.119021846	NULL	NULL
杂志社	106	1506	88	413	506	0.159856709	5.81012446762563	5.03189364133649
针织	106	2641	375	1972	1861	0.060589307	5.85220554350621	4.95502933362449
懒人	106	5405	109	1236	1184	0.143007045	6.35813341407065	5.68234171626231
otc	125	1174	379	612	514	0.383173894	5.12074248262665	4.42597481860732
绩效	106	3968	321	531	415	0.072452771	5.53149282439008	4.76111447130745
同城婆女	106	NULL	NULL	NULL	NULL	0.763256923	NULL	NULL
康宝莱	106	463	167	101	151	0.19757126	4.12440248524111	3.28357519978336
赞赞	106	2541	241	577	1064	0.787780316	5.35545977790784	3.14326312480812
口袋妖怪复刻	106	476	298	353	348	0.032495559	4.62733225055197	3.57068493193704
思科	106	1462	303	727	660	0.040528055	5.18647101413267	3.74966880344236
相爱相杀	106	1435	56	143	220	0.286128744	4.58438477052383	3.5477179970184
高州	106	3474	268	1389	913	0.073859187	6.14065701260947	5.34567804706856
自创	106	3391	93	325	1781	0.119468215	5.68883554410142	4.88725288794244
博爱	106	4381	199	1024	1174	0.2115769	6.41779274105062	5.76798887349288
原石	106	869	210	325	557	0.029702597	4.56100770950726	3.78368971733632
传世	106	6719	409	3109	1162	0.145256488	6.1677946108111	5.17134544393869
模拟器	106	991	514	758	1588	0.079343061	5.58650107974721	4.61471220878401
开住宿票	106	41	1	NULL	NULL	0.225789573	NULL	NULL
教育学	106	5527	351	484	495	0.05155123	5.43023970558745	4.56529559891488
山东科技大学	106	1273	162	157	326	0.02880446	4.26486008894894	3.29185231428402
电子相册	106	183	82	44	147	0.032418355	3.5743723631164	2.35167330190463
